Show_ID,Title,Genre,Release_Year,Rating,Duration,Country,Date_Added,Director,Cast,Language,Production_Type,IMDB_Score,Number_of_Episodes,Tags,User_Engagement,Award_Winning,Budget,Release_Month
s0128,Get positive attention,Comedy,2004,TV-14,3 Seasons,United Kingdom,2023-06-01,Melanie Ortega,"Jesus Wilkerson, Rhonda Perez, Walter Johnson",French,Movie,9.3,,"thriller, sci-fi",348263,1,10319835,5
s0129,Win happy,Drama,2019,R,120 min,Germany,2022-12-08,Debra Smith,"Ashlee Bautista, Amber Humphrey, Bobby Cortez",French,TV Show,8.4,6,"family, teen drama",965964,0,15573495,10
s0130,Clear group week,Horror,2019,R,1 Season,India,2021-11-19,Laura Stark,"Christine Nelson, Sarah Brown, Amanda Serrano",Korean,TV Show,9.3,11,"thriller, dark comedy",136434,0,6140219,8
s0131,Every relationship design couple,Sci-Fi,2020,TV-MA,1 Season,Spain,2021-10-26,Andrew Turner Jr.,"Brandon Harris, Robert Brooks, Christopher Smith",Korean,Movie,9.4,,"dark comedy, romance",118367,0,12446460,5
s0132,Make statement,Sci-Fi,2007,PG-13,4 Seasons,United Kingdom,2016-01-11,Heidi Rivera,"Tristan Sims, Christina Richardson, Melissa Ramos",Japanese,TV Show,7.4,3,"dark comedy, sci-fi",591593,1,10042825,11
s0133,School involve than,Thriller,2023,PG-13,90 min,India,2020-04-03,Sarah Thomas,"Catherine Best, Danielle Henderson, Daniel Donovan",German,TV Show,9.4,7,"based on true story, romance",162120,0,10348721,12
s0134,Wind role common but,Action,2020,TV-PG,2 Seasons,Spain,2016-06-15,Jean Sellers,"Ryan Baker, Taylor Jensen MD, Amy Lewis",Japanese,Movie,8.3,,"thriller, romance",94271,0,6063421,1
s0135,Or unit participant similar,Drama,2002,TV-14,1 Season,Germany,2020-02-27,Tracy Gray,"Barbara Mayer, Jessica Davis, Megan Chavez",Spanish,Movie,5.8,,"crime, teen drama",972626,0,7352623,11
s0136,Identify beautiful street,Documentary,2010,TV-MA,120 min,United Kingdom,2024-09-10,Larry Smith,"Samuel Roberts, Taylor Flynn, Evan Montes",Hindi,TV Show,7.4,9,"thriller, family",891374,0,11567443,8
s0137,Would establish trial,Thriller,2018,PG-13,90 min,India,2022-04-17,Tyler Norton,"Susan Johnson, Heather Durham, Mr. David Hall",Japanese,Movie,5.2,,"teen drama, crime",736246,1,18007120,1
s0138,Six sure,Horror,2003,R,3 Seasons,France,2019-05-09,Christina Armstrong,"Jaime Mejia, Franklin Campbell, Makayla Oneill",English,TV Show,7.3,20,"family, thriller",655962,0,9472249,2
s0139,Join specific recognize happy,Horror,2010,PG-13,4 Seasons,France,2019-10-13,Christopher Horton,"Thomas Hunter, Bailey Owens, Edgar Thomas",Hindi,Movie,7.9,,"family, thriller",931669,0,19810018,1
s0140,Off stop series,Thriller,2001,TV-MA,4 Seasons,India,2024-03-28,Adam Reynolds,"Debra Carroll, Erin Peters, Jose Fernandez",German,TV Show,4.7,13,"sci-fi, crime",602052,0,13775378,1
s0141,Season develop,Drama,2010,TV-MA,90 min,Germany,2019-10-13,Samantha Garcia,"Sharon Yoder, Tyler Brooks, Michael Wright",Japanese,TV Show,7,18,"crime, based on true story",665947,0,7635343,12
s0142,Want world occur,Sci-Fi,2009,TV-PG,3 Seasons,Germany,2016-10-26,Eric Guerrero,"Steven Rodriguez DVM, Regina Harvey, Nathan Avila",Korean,Movie,4.4,,"thriller, dark comedy",444458,1,3122832,6
s0143,Course interview,Sci-Fi,2005,PG-13,120 min,Canada,2018-08-27,Dr. James Lynch,"Ashley Molina, Nancy Williams, Brandon Harris",Japanese,Movie,7.7,,"crime, romance",567959,1,18519784,3
s0144,Foot enjoy,Sci-Fi,2009,PG-13,2 Seasons,Spain,2017-06-14,Sandra Willis,"Jeffrey Allen, Nancy Clayton, Alicia Neal",German,TV Show,9.3,15,"teen drama, based on true story",963427,0,18588372,7
s0145,Visit control,Thriller,2019,TV-PG,2 Seasons,Spain,2017-02-28,Ashley Lang,"Travis Thompson, Caleb Newton, Keith Allen",English,Movie,5.4,,"dark comedy, teen drama",880451,0,13697277,11
s0146,Well employee recent,Crime,2016,TV-PG,120 min,Germany,2020-04-30,James Martin,"Jamie Carrillo, Sarah Owens, Brent Smith",Japanese,TV Show,8.2,17,"family, teen drama",221693,1,2083686,7
s0147,Top exactly drug,Horror,2020,TV-MA,3 Seasons,Canada,2020-09-20,Sean Stone,"Victor Williams, Phillip Estes, Megan Sellers",French,TV Show,4.1,15,"thriller, crime",355761,1,988759,1
s0148,Site miss,Comedy,2019,PG-13,4 Seasons,Spain,2018-02-08,Daniel Smith,"Jacqueline Sanchez, Briana Lane, Eduardo Newman",Hindi,TV Show,8.4,16,"family, crime",691714,0,2641158,10
s0149,Fund challenge,Thriller,2001,TV-PG,3 Seasons,Spain,2020-02-15,Ashley Blevins,"Mariah Warren, Zachary Fleming, Julie Bradley",English,Movie,4.5,,"teen drama, thriller",745215,1,9700320,7
s0150,Drop carry,Drama,2010,TV-14,120 min,India,2018-04-30,Dylan Perez,"Martin Snyder, Andrea Smith, Jeremy Jones",English,Movie,4.9,,"dark comedy, sci-fi",313364,1,1034834,11
s0151,Effect dark,Drama,2022,TV-MA,120 min,United Kingdom,2016-09-12,Megan Estrada,"Rhonda Martin, Sean Villegas, Chelsea Andrews",French,TV Show,6.7,2,"teen drama, action-packed",134921,1,4347637,9
s0152,Avoid truth,Horror,2009,TV-14,3 Seasons,Spain,2020-10-26,Sean Stone,"Robert Schmidt, Michele Lawrence, Phillip Estes",Japanese,TV Show,5.3,2,"thriller, action-packed",989900,0,7240965,2
s0153,Power six,Documentary,2020,TV-MA,3 Seasons,United Kingdom,2021-08-06,Angela Bright,"Joseph Williams, Aaron Castro, Katherine Bowen",Hindi,Movie,8.5,,"dark comedy, thriller",449632,0,17782502,7
s0154,Growth certainly,Horror,2022,TV-14,4 Seasons,France,2019-08-05,George Smith,"Evan Haley, Mr. Dale Baker MD, Samuel Roberts",Spanish,Movie,9.1,,"dark comedy, thriller",425660,0,17068860,8
s0155,Wish candidate,Crime,2009,TV-14,4 Seasons,France,2023-04-20,Brenda Campos,"Paul Cantu, Regina Harvey, Christopher Guzman",Korean,TV Show,7.6,15,"crime, sci-fi",377480,0,580486,11
s0156,Perform lawyer,Horror,2009,TV-MA,3 Seasons,India,2018-02-14,Cindy White,"Christian Alvarado, Sandra Young, Douglas Rocha",Hindi,Movie,6.9,,"dark comedy, based on true story",108890,1,15538454,1
s0157,Try sound item,Action,2003,TV-MA,4 Seasons,United Kingdom,2019-11-27,Andrew Mccormick,"Jessica Thomas, Donna Garcia, Mary Bass",French,Movie,9.2,,"dark comedy, family",133245,0,19698287,7
s0158,Staff industry modern,Drama,2020,R,1 Season,United States,2018-11-13,Crystal Campbell,"Angela Shields, Roberta Avery, Rose Mitchell",Hindi,Movie,8.3,,"based on true story, dark comedy",719844,1,10881197,9
s0159,Expert arrive top,Action,2008,TV-PG,2 Seasons,France,2021-01-23,Jason Miller,"Daniel Perkins, Nancy Clayton, Paul Cantu",Japanese,Movie,5.4,,"thriller, family",608945,0,4045556,12
s0160,Economy card street,Crime,2000,TV-14,120 min,Germany,2015-08-13,Dale Moore,"John Watson, James Friedman, Daniel Castillo",Japanese,TV Show,4.5,12,"sci-fi, family",917161,0,19183417,6
s0161,Worker past service,Sci-Fi,2016,R,90 min,Spain,2018-07-29,William Thomas,"Jose Fernandez, Michael Salazar, Stephen Owens",Korean,Movie,9.2,,"family, sci-fi",871769,1,18909652,12
s0162,Able since Democrat,Documentary,2019,PG-13,3 Seasons,Germany,2022-01-12,Timothy Martin,"Scott Wilkerson, James Hubbard, Roberto Rodriguez",German,Movie,4.7,,"based on true story, crime",762577,1,15652647,9
s0163,Deal case soldier,Documentary,2020,TV-PG,120 min,Spain,2021-12-29,Sarah Thornton,"Debra Carroll, Hannah Francis, Eric Clark",English,Movie,9,,"action-packed, based on true story",25227,1,10537960,10
s0164,Weight light begin,Action,2020,R,120 min,Germany,2018-06-25,Anthony Robertson,"Brittany Mayo, Christina Wong, Michael Salazar",English,Movie,6.9,,"action-packed, based on true story",191668,0,6163895,2
s0165,Worker about,Comedy,2017,TV-MA,2 Seasons,Spain,2021-11-28,Jason Miller,"Dominique Francis, Brent Smith, Jacob Williams",Spanish,TV Show,9.4,10,"based on true story, thriller",542923,0,9955136,7
s0166,Yourself forward food you,Comedy,2017,PG-13,90 min,Spain,2021-02-09,Crystal Campbell,"Don Ruiz, Leslie Brown, Travis Baker",English,TV Show,5.8,19,"teen drama, family",329184,0,4304271,3
s0167,Morning goal,Sci-Fi,2018,PG-13,3 Seasons,United States,2016-07-11,Robert Rodriguez,"Ashley Foster, Travis Thompson, Richard Kelly DDS",Hindi,TV Show,7.4,6,"dark comedy, thriller",542205,0,18297353,9
s0168,Loss federal boy,Comedy,2016,TV-14,3 Seasons,Spain,2019-09-17,Alexander Barrera,"Kelsey Jones, Chelsea Andrews, Rhonda Perez",Korean,TV Show,4.1,9,"thriller, action-packed",588962,0,4658045,10
s0169,Officer state,Thriller,2018,PG-13,4 Seasons,Spain,2018-10-19,Christopher Campos,"Jill Hayes, William Osborne, Christopher Collins",Japanese,TV Show,5.6,12,"dark comedy, based on true story",755915,0,13761975,10
s0170,Rather player,Horror,2013,PG-13,1 Season,India,2023-09-10,Christina Armstrong,"Rhonda Martin, Michelle Hernandez, Jessica Krause",English,Movie,6.5,,"sci-fi, teen drama",538100,1,3684846,5
s0171,Nature address,Drama,2005,TV-MA,1 Season,Canada,2018-08-04,Jason Pierce,"Tiffany Ibarra, Julie Johnson, Kevin Flowers",English,TV Show,8.2,12,"sci-fi, action-packed",349141,0,15082821,10
s0172,Magazine she heavy,Documentary,2020,TV-14,120 min,Germany,2017-06-26,Amanda Murphy,"Dillon Adams, Bobby Cortez, April Kane",English,TV Show,5.4,18,"action-packed, family",816899,0,521082,1
s0173,End Mr option,Horror,2008,PG-13,1 Season,Spain,2018-07-31,Matthew Ferrell,"Sharon Williams, Mrs. Margaret Dixon DVM, Jimmy Watkins",French,TV Show,9.3,13,"sci-fi, family",866185,1,7626341,6
s0174,Company produce,Sci-Fi,2007,TV-14,4 Seasons,United Kingdom,2025-02-02,Megan Estrada,"Sarah Brown, Mr. David Hall, Thomas Torres",Japanese,Movie,6.9,,"based on true story, thriller",422638,0,10491572,3
s0175,Social never organization,Comedy,2018,TV-MA,90 min,United States,2021-05-20,Michelle Buchanan,"Jared Jones, Katherine Tyler, Brittney Merritt",Hindi,Movie,6.3,,"family, romance",296612,1,8201197,6
s0176,Course business,Crime,2000,PG-13,2 Seasons,France,2020-05-24,Samantha Garcia,"Jose Gibson, Danielle Wiggins, Dalton Doyle",Hindi,Movie,4.5,,"based on true story, family",589134,1,5820688,11
s0177,Poor garden,Thriller,2011,TV-MA,4 Seasons,Germany,2018-10-06,Andrew Lawson,"Julie King, Stacie Garcia, Kerry Butler",English,TV Show,7.3,1,"thriller, teen drama",940175,0,17585341,4
s0178,Discover note follow,Documentary,2020,PG-13,90 min,India,2016-05-14,Melanie Ortega,"Travis Thompson, Beth Nelson, Alicia Solomon",French,Movie,7.6,,"action-packed, romance",406626,0,15588096,12
s0179,East Mr common after,Horror,2002,TV-PG,120 min,Germany,2021-12-06,Elijah Powell,"Samantha Morrison, Michelle Moore, Mitchell Morrison",Japanese,Movie,5.6,,"teen drama, sci-fi",958042,1,10352820,6
s0180,Fill very my condition,Horror,2007,R,2 Seasons,Germany,2023-06-10,Renee Taylor,"Mary Hartman, Debra Carroll, Mr. Eric Finley PhD",Japanese,Movie,8.4,,"sci-fi, dark comedy",729364,1,1995176,8
s0181,Hold moment his,Drama,2009,TV-MA,4 Seasons,United Kingdom,2020-02-15,Dr. James Lynch,"Hannah Francis, Erik Sanders, Matthew Chavez",German,Movie,7.2,,"based on true story, family",464518,0,17287352,11
s0182,Than air against,Crime,2021,TV-14,120 min,India,2021-05-18,Laurie Johnson,"Dawn Peterson, James Friedman, Teresa Stevens",Japanese,Movie,7.6,,"crime, action-packed",81797,1,1178945,4
s0183,Degree,Documentary,2017,PG-13,120 min,Germany,2017-01-23,Madeline Hobbs,"Eric Gregory, Sean Williamson, Briana Lane",Korean,TV Show,6.5,12,"teen drama, dark comedy",705991,1,11775933,9
s0184,Analysis seem stay,Sci-Fi,2006,TV-14,3 Seasons,Germany,2021-08-25,Sarah Robinson,"Edgar Thomas, Benjamin Horton DDS, Hunter Dunn",Spanish,TV Show,6,9,"action-packed, romance",596220,0,11010990,10
s0185,Adult generation book,Action,2006,TV-MA,2 Seasons,Germany,2021-06-23,James Hill,"Taylor Jensen MD, Sharon Williams, Amber Ferguson",Japanese,Movie,9.4,,"crime, romance",937594,1,10301166,10
s0186,Run possible training,Action,2022,TV-14,2 Seasons,France,2022-05-12,Dustin Ramirez,"Megan Jones, Rhonda Perez, Sharon Yoder",English,TV Show,6.8,14,"thriller, family",787171,0,7988225,3
s0187,Long discuss marriage,Drama,2013,TV-14,3 Seasons,Germany,2016-03-31,Sierra Lewis,"Deborah Patel, Sarah Dixon, Ashlee Bautista",Japanese,Movie,8.4,,"sci-fi, dark comedy",59630,1,1327775,2
s0188,Rise agree morning,Comedy,2009,TV-PG,1 Season,Canada,2017-07-06,Sarah Robinson,"Michael Nelson, Maria West, Stephanie Lindsey",German,TV Show,7.8,20,"crime, dark comedy",501391,1,5053566,12
s0189,Scientist state,Documentary,2017,TV-PG,1 Season,France,2015-08-31,Deanna Nunez,"Cody Ramirez PhD, Deborah Patel, Phillip Estes",Korean,Movie,5.6,,"based on true story, teen drama",987690,0,12188110,9
s0190,Attack such,Action,2003,PG-13,1 Season,France,2024-06-01,Judy Francis,"Patricia Collins, Joseph Tanner, Zachary Garza",English,TV Show,6,9,"crime, based on true story",87403,0,14132918,10
s0191,Data get,Horror,2005,TV-14,2 Seasons,Germany,2024-08-17,Taylor Singh,"Danny Jackson, Ashley Foster, Michelle Schmidt",Spanish,TV Show,4.5,18,"romance, dark comedy",694701,0,3232083,11
s0192,Fight however herself,Crime,2001,TV-14,2 Seasons,Spain,2022-12-05,Sandra Willis,"Brent Smith, Lauren Harrell, Brian Taylor",Korean,Movie,6.4,,"crime, sci-fi",844233,1,5694492,3
s0193,Girl focus sing,Comedy,2005,TV-PG,90 min,United Kingdom,2015-07-30,Cynthia Potter,"Kristen Brown, Leslie Graham, Sophia Ingram",Korean,Movie,9.4,,"romance, thriller",912312,0,10670046,6
s0194,Environment,Crime,2017,PG-13,4 Seasons,India,2016-04-15,Jean Sellers,"Samantha Clark, Jessica Thomas, Stephanie Ross",Hindi,Movie,4.2,,"action-packed, dark comedy",511792,1,8900826,4
s0195,Collection just,Sci-Fi,2019,R,3 Seasons,Spain,2020-03-27,Mary Hogan,"Juan Chang, Grant Smith, Dawn Gonzalez",English,TV Show,7,10,"dark comedy, sci-fi",59965,1,9281483,3
s0196,Able before,Crime,2013,TV-PG,120 min,United States,2016-01-19,Alexander Barrera,"Sandra Hall, Tiffany Reed, Courtney Stewart",Korean,Movie,6.7,,"sci-fi, thriller",401430,1,17373731,7
s0197,Analysis trouble whole,Crime,2018,TV-MA,4 Seasons,United Kingdom,2024-05-16,Jean Sellers,"Jennifer Baker, Janice Griffin, Claire Taylor",Hindi,TV Show,5.5,17,"romance, action-packed",379770,0,1814345,7
s0198,Represent best,Action,2022,TV-PG,4 Seasons,Canada,2018-05-25,Taylor Williams,"Patricia Collins, Megan Chavez, Debra Carroll",English,Movie,5,,"thriller, teen drama",971787,1,17236408,12
s0199,Pay eye,Action,2009,TV-MA,1 Season,Canada,2020-10-14,Robert Monroe,"Daniel Hudson, Sandra Russell, James Hubbard",Hindi,TV Show,9.1,7,"teen drama, based on true story",673270,1,16637884,3
s0200,Behavior oil,Documentary,2011,TV-PG,3 Seasons,Canada,2017-02-24,Jason Miller,"Briana Lane, Jeff Tucker, Michael King",German,Movie,8.6,,"romance, dark comedy",777554,1,8712299,10
s0201,Line stuff take,Thriller,2019,PG-13,120 min,France,2022-10-17,Diane Summers,"Lori Gregory, Shirley Obrien, Danielle Anderson",French,Movie,7.1,,"action-packed, sci-fi",868810,0,16903337,11
s0202,Than,Drama,2010,TV-14,3 Seasons,Spain,2015-10-27,Mark Wang,"Regina Harvey, Nathan Lewis, David Martinez",English,TV Show,9.4,17,"teen drama, based on true story",646690,0,15024362,11
s0203,Should focus,Action,2023,TV-MA,3 Seasons,United States,2019-06-13,Taylor Singh,"Joshua Walker, Julie Estes, Richard Kelly DDS",Japanese,Movie,8.8,,"action-packed, thriller",254074,1,6414576,3
s0204,Through election,Crime,2022,TV-PG,3 Seasons,Germany,2018-10-16,Robert Monroe,"Christina Richardson, April Kane, Randy Ortega",Hindi,TV Show,6.5,15,"action-packed, dark comedy",794840,0,1766167,12
s0205,Ago start,Comedy,2012,TV-14,2 Seasons,United States,2021-02-28,Sue Chen,"Heather Morgan, Hannah Ward, Terry Harvey",French,Movie,6.5,,"crime, romance",185819,0,11999390,8
s0206,Health opportunity drop,Documentary,2022,PG-13,2 Seasons,Canada,2023-04-27,Carl Mathis,"Amber Ferguson, Amber Shepherd, Andrew Wood",French,Movie,4.7,,"dark comedy, thriller",796478,0,12491621,3
s0207,Significant significant industry,Horror,2001,TV-MA,4 Seasons,United Kingdom,2022-09-28,Andrew Bridges,"Rodney Griffin, Andrea Smith, Joseph Hanson DVM",Korean,TV Show,4.8,19,"action-packed, teen drama",264015,1,8186204,4
s0208,Floor trial,Crime,2018,TV-14,3 Seasons,Spain,2015-12-13,Angela Newton,"Thomas Hunter, Kathleen Smith, Melissa Watkins",Korean,Movie,7.3,,"teen drama, family",277414,0,16868832,9
s0209,Something father,Documentary,2014,TV-PG,2 Seasons,Canada,2020-12-16,Shawn Burton,"Michael Washington, Steven Mitchell, Sharon Yoder",Spanish,TV Show,8.8,10,"based on true story, thriller",41988,0,15435542,11
s0210,Tax explain,Drama,2001,TV-MA,2 Seasons,Spain,2023-01-15,Renee Taylor,"John Yu DDS, Lance Martin, Jennifer Baker",Spanish,TV Show,8.7,13,"family, action-packed",637423,0,7574715,9
s0211,Response person,Sci-Fi,2003,TV-MA,4 Seasons,Germany,2024-05-28,Casey Hernandez,"Debra Carroll, Carly Curry, Rebecca Martin",Korean,TV Show,8.8,4,"romance, action-packed",61394,0,14272838,7
s0212,Rate behind,Drama,2016,PG-13,3 Seasons,United Kingdom,2020-08-30,Gina Pearson,"George Howard, Veronica Johnson, Leslie Brown",German,Movie,9.3,,"action-packed, family",62334,1,6623847,7
s0213,Economic suddenly,Drama,2015,PG-13,1 Season,Germany,2018-09-02,Jason Pierce,"Matthew Nelson, Miss Miranda Morse, Dalton Doyle",French,TV Show,4.5,9,"dark comedy, family",144797,0,5087179,7
s0214,Human seven,Thriller,2002,R,120 min,United Kingdom,2023-11-04,Patrick Stokes,"Mrs. Jessica Delgado, Michael Wilkerson, Jaime Mejia",German,TV Show,8.6,15,"family, based on true story",272751,1,18298974,3
s0215,Woman hospital,Sci-Fi,2017,TV-PG,90 min,India,2020-10-16,Garrett Ryan,"Margaret Shelton, Amanda Serrano, Daniel Perkins",Korean,Movie,4.7,,"family, dark comedy",286370,0,9888890,6
s0216,Week,Drama,2016,PG-13,1 Season,Canada,2016-03-01,Tracy Gray,"James Hubbard, Tiffany Reed, David Anderson",French,Movie,8.9,,"romance, dark comedy",442067,0,16193440,2
s0217,Begin bed medical,Sci-Fi,2022,PG-13,2 Seasons,Canada,2022-08-29,James Hill,"Margaret Shelton, Mary Bass, Cindy Gonzalez",Japanese,TV Show,8.3,4,"crime, teen drama",681800,0,14204328,10
s0218,Tough debate,Crime,2002,PG-13,90 min,Canada,2018-12-25,Carl Mathis,"Julie Estes, Larry Mayo, Megan Cardenas",German,TV Show,7.4,14,"family, dark comedy",667238,1,19775290,2
s0219,Training not debate,Thriller,2021,PG-13,120 min,India,2022-03-21,Richard Thornton,"Cindy Gonzalez, Kerry Butler, Scott Wilkerson",French,Movie,6.7,,"teen drama, sci-fi",495322,1,12727431,3
s0220,Edge head,Action,2008,TV-MA,1 Season,United Kingdom,2020-11-28,Laura Hensley,"Brianna Robinson, Hunter Dunn, Brandon Harris",Japanese,TV Show,8.9,17,"family, teen drama",833420,1,15464623,4
s0221,Support we,Drama,2001,PG-13,120 min,India,2023-03-24,James Tucker,"David Bradley, Amanda Serrano, Robert Hayden",German,Movie,9,,"dark comedy, family",277710,0,17814306,5
s0222,Owner half off,Documentary,2023,PG-13,3 Seasons,Spain,2023-05-22,Randall Brown,"Robert Cortez, Lisa Johnson, Kara Ortiz",Japanese,Movie,5.2,,"crime, romance",983944,1,2283586,2
s0223,Law,Crime,2019,TV-MA,120 min,Canada,2018-09-13,Megan Estrada,"Steven Mitchell, Neil Kemp, Douglas Martinez",Korean,TV Show,4.7,10,"thriller, sci-fi",333208,1,7762471,3
s0224,Score popular,Horror,2008,TV-MA,3 Seasons,United Kingdom,2022-02-01,Kelly Fisher,"Joseph Williams, Mrs. Nicole Wolfe, Benjamin Horton DDS",Japanese,Movie,7.1,,"based on true story, teen drama",857086,1,5497140,8
s0225,Whom by,Drama,2008,TV-PG,1 Season,United Kingdom,2021-08-30,Donna White,"Sarah Dixon, Sandra Russell, Nancy Clayton",Hindi,Movie,4.3,,"family, thriller",293995,1,11163490,12
s0226,Lay large such,Drama,2006,TV-14,2 Seasons,France,2019-06-29,Shawn Burton,"Brandon Harris, Logan Ryan, Heidi Lloyd",Spanish,TV Show,6.8,20,"thriller, based on true story",788188,1,19778287,6
s0227,Property pretty cut,Action,2022,R,2 Seasons,Canada,2016-11-04,Patrick Stokes,"Christina Salinas, Jordan Snyder, Sara Martin",Hindi,TV Show,7.5,8,"crime, based on true story",450301,1,14696988,4
s0228,Than history,Drama,2004,TV-14,90 min,United States,2020-09-11,Carl Mathis,"Zachary Fleming, Edward Benson, Miss Tammy Miller",Hindi,Movie,6.6,,"thriller, action-packed",994210,1,17220196,6
s0229,Create wear onto,Action,2016,TV-14,1 Season,Canada,2020-09-07,Cindy Tate,"Sean Torres, Alexander Morris, Andrew Wood",Japanese,Movie,6.5,,"crime, based on true story",60934,1,12539911,5
s0230,Beyond commercial theory,Sci-Fi,2002,R,90 min,United States,2023-03-21,Casey Hernandez,"Ashley Foster, Daryl Reeves, Seth Cortez",French,Movie,5.2,,"teen drama, dark comedy",378735,1,15376572,8
